Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18105,3,1200.0,1280.9739860836833,62.9198310002721,8249.293084999863,25019.85352112676,56.205728858325024,0.00931329392847142,1200,1400,1500,1500,1800,2000,2400,2900,5200,7100,8200
GET,/prod/bike,18338,245,1200.0,1279.8073391656683,64.8897239998405,8060.754894000183,222.46902606609225,56.9290613534363,0.760585670825166,1200,1400,1500,1500,1800,2000,2400,3000,5000,8100,8100
GET,/prod/station,18222,152,1200.0,1276.5070349397433,64.42545599975347,8354.039391999777,231.35473603336627,56.568947321535404,0.47187355904255196,1200,1400,1500,1500,1800,2000,2400,3000,5400,8000,8400
GET,/prod/top-station,18083,236,1200.0,1271.7609316973972,69.99286900008883,8066.787053000098,8808.990267101697,56.13743136951623,0.7326457890397517,1200,1400,1500,1500,1800,2000,2400,3000,5000,8100,8100
GET,/prod/trip-hour,18142,642,1200.0,1293.8670745577124,75.31374800009871,8344.01307600001,19477.762980928233,56.32059281677617,1.9930449006928839,1200,1400,1500,1600,1800,2000,2400,3000,4700,7400,8300
GET,/prod/trip-month,18187,717,1200.0,1279.886511598838,70.12731899976643,7343.165022999983,9858.84862814098,56.46029222570324,2.2258772489046694,1200,1400,1500,1600,1800,2000,2400,3100,5500,7200,7300
,Aggregated,109077,1995,1200.0,1280.4673540278452,62.9198310002721,8354.039391999777,10572.7262209265,338.62205394529235,6.193340462433494,1200,1400,1500,1600,1800,2000,2400,3000,5200,7400,8400
